EmpID,Age,Gender,Unit,Role,CertificationLevel,YearsExperience,ShiftPattern,WeeklyPatientLoad,OvertimeHoursPerWeek,AnnualSalary,HasDependents,CommuteMinutes,ManagerSupportScore,PeerSupportScore,BurnoutIndex
1046,61,Female,General Ward,Nurse Practitioner,Intermediate,25,Day,43,10,167587,Yes,60,4,2,7.9
1047,45,Female,Emergency,Triage Nurse,Specialist,12,Rotating 12h,20,15,176978,No,60,1,1,8.0
1048,35,Non-Binary,Outpatient,Medical Assistant,Entry,3,Night,46,5,70810,No,66,4,4,7.5
1049,22,Female,Facilities,Maintenance Technician,Advanced,0,Night,0,0,42233,No,75,1,2,6.1
1050,59,Female,Surgery,Surgical Nurse,Intermediate,36,Day,20,5,119556,Yes,44,3,2,5.8
1051,54,Male,Emergency,Paramedic,Specialist,21,Night,36,15,167395,Yes,42,1,3,9.8
1052,33,Female,General Ward,Ward Clerk,Specialist,3,Night,34,0,172607,No,55,2,1,7.5
1053,46,Female,General Ward,Charge Nurse,Advanced,5,Day,20,15,139603,Yes,38,3,4,5.2
1054,52,Male,Emergency,Paramedic,Specialist,19,Rotating 12h,17,5,66978,No,57,1,4,8.0
1055,56,Male,Facilities,Environmental Services,Specialist,4,Day,0,10,45990,Yes,19,3,4,4.9
1056,36,Non-Binary,Emergency,Triage Nurse,Advanced,4,Rotating 12h,14,15,61918,Yes,55,2,1,7.2
1057,57,Female,Surgery,Surgical Technician,Entry,17,Day,37,10,173210,Yes,38,3,1,8.3
1058,52,Non-Binary,ICU,Respiratory Therapist,Advanced,30,Swing,31,5,78946,No,60,4,3,6.0
1059,51,Male,Outpatient,Physician,Entry,26,Swing,59,5,153136,Yes,71,5,1,5.2
1060,35,Female,Outpatient,Nurse Practitioner,Advanced,10,Swing,48,0,90128,Yes,16,4,5,5.9
1061,53,Non-Binary,Pharmacy,Pharmacist,Entry,23,Rotating 12h,39,5,85945,No,30,5,4,6.2
1062,31,Non-Binary,Facilities,Environmental Services,Specialist,7,Night,0,0,55696,Yes,17,3,3,4.9
1063,65,Male,Outpatient,Nurse Practitioner,Entry,22,Swing,33,5,172882,Yes,62,4,4,4.8
1064,55,Female,Emergency,ER Technician,Specialist,17,Rotating 12h,30,5,179066,Yes,69,1,5,7.0
1065,49,Non-Binary,Emergency,ER Technician,Advanced,17,Rotating 12h,11,0,103782,No,49,4,1,5.9
1066,25,Female,Lab & Diagnostics,Radiologist,Entry,2,Night,72,0,289010,Yes,7,5,5,5.5
1067,60,Female,Outpatient,Nurse Practitioner,Intermediate,2,Rotating 12h,36,5,101425,Yes,37,5,4,5.8
1068,51,Male,Outpatient,Scheduler,Specialist,10,Night,48,5,84408,Yes,52,2,1,8.8
1069,59,Female,Outpatient,Medical Assistant,Entry,35,Night,57,30,141889,Yes,73,1,4,9.2
1070,25,Non-Binary,Emergency,ER Physician,Intermediate,0,Night,40,5,101403,Yes,12,4,2,8.5
1071,43,Female,General Ward,Registered Nurse,Advanced,6,Rotating 12h,39,10,49022,No,50,2,5,8.6
1072,56,Non-Binary,Pharmacy,Pharmacy Technician,Intermediate,30,Day,42,30,89616,No,19,5,3,8.1
1073,35,Female,Administration,HR Coordinator,Advanced,10,Swing,0,10,73455,Yes,27,1,5,5.5
1074,48,Non-Binary,Emergency,Triage Nurse,Intermediate,5,Rotating 12h,24,20,149561,No,14,3,4,7.5
1075,30,Female,General Ward,Charge Nurse,Intermediate,1,Rotating 12h,40,15,86156,Yes,39,3,5,8.3
1076,31,Male,Facilities,Environmental Services,Intermediate,5,Rotating 12h,0,5,31607,No,8,5,2,4.7
1077,58,Non-Binary,Outpatient,Physician,Advanced,35,Day,34,20,93655,Yes,36,3,5,7.6
1078,56,Male,Facilities,Facilities Manager,Specialist,31,Night,0,5,41735,No,6,3,2,6.4
1079,31,Male,Outpatient,Scheduler,Advanced,4,Rotating 12h,48,0,73662,Yes,41,5,1,7.8
1080,40,Male,Outpatient,Scheduler,Specialist,7,Rotating 12h,38,5,76880,No,48,5,2,6.5
1081,44,Female,Emergency,ER Technician,Specialist,14,Swing,38,5,161332,Yes,41,3,1,7.3
1082,42,Male,Surgery,Surgeon,Specialist,8,Day,22,10,177564,No,44,3,1,6.3
1083,57,Female,ICU,Intensivist,Advanced,25,Day,38,20,237012,No,63,3,3,7.7
1084,66,Male,Administration,Admin Assistant,Specialist,34,Day,0,20,67499,No,22,3,5,5.9
1085,28,Female,Facilities,Safety Officer,Entry,5,Day,0,5,33560,No,19,1,4,5.0
1086,62,Non-Binary,General Ward,Nurse Practitioner,Entry,10,Day,19,5,119046,No,21,2,5,5.8
1087,39,Non-Binary,General Ward,Ward Clerk,Entry,6,Rotating 12h,25,10,64883,Yes,53,2,1,6.4
1088,31,Female,Outpatient,Scheduler,Advanced,3,Day,48,15,60628,Yes,43,4,5,6.5
1089,32,Male,Surgery,Surgeon,Entry,4,Swing,32,0,182238,Yes,14,5,4,5.8
1090,50,Male,Pharmacy,Pharmacist,Advanced,21,Night,41,5,142977,Yes,71,1,5,6.5
1091,26,Female,Surgery,Surgical Nurse,Intermediate,1,Swing,36,15,59866,Yes,33,2,5,6.5
1092,67,Female,ICU,ICU Technician,Entry,30,Day,25,20,127626,Yes,28,1,1,7.6
1093,23,Female,General Ward,Registered Nurse,Intermediate,1,Night,13,20,166457,Yes,57,5,3,7.0
1094,56,Non-Binary,Lab & Diagnostics,Lab Technician,Intermediate,32,Night,15,30,57702,No,6,5,1,7.1
1095,47,Female,Outpatient,Scheduler,Advanced,4,Swing,56,0,120247,Yes,11,5,1,5.2
1096,28,Non-Binary,ICU,Respiratory Therapist,Intermediate,1,Rotating 12h,39,5,160352,No,50,5,1,6.7
1097,60,Non-Binary,Pharmacy,Pharmacy Technician,Advanced,37,Night,77,15,137249,No,26,1,4,7.6
1098,29,Non-Binary,General Ward,Ward Clerk,Entry,7,Rotating 12h,21,10,72058,No,9,5,2,5.8
1099,47,Female,Administration,Admin Assistant,Specialist,8,Swing,0,30,41088,No,19,5,4,4.5
1100,68,Male,Emergency,Triage Nurse,Specialist,1,Swing,40,5,47911,Yes,47,3,5,6.1
1101,43,Male,Surgery,Surgeon,Entry,15,Swing,21,10,244380,No,12,2,5,5.4
1102,60,Male,Facilities,Maintenance Technician,Intermediate,29,Night,0,5,35213,No,9,3,1,6.3
1103,46,Female,Facilities,Environmental Services,Intermediate,1,Day,0,30,44477,Yes,73,5,3,4.8
1104,49,Male,Surgery,OR Coordinator,Intermediate,23,Night,11,5,131549,No,48,5,1,5.5
1105,57,Non-Binary,General Ward,CNA,Advanced,19,Day,34,0,62356,Yes,30,1,5,7.6
1106,37,Non-Binary,General Ward,Ward Clerk,Entry,15,Rotating 12h,36,20,110619,No,20,5,5,7.2
1107,60,Female,Surgery,Anesthesiologist,Advanced,31,Swing,15,10,177747,Yes,55,3,1,6.5
1108,43,Male,Facilities,Safety Officer,Entry,18,Night,0,15,59560,Yes,36,3,5,4.6
1109,65,Female,Surgery,Surgical Technician,Advanced,13,Swing,22,0,64233,Yes,61,1,4,5.4
1110,57,Male,Outpatient,Medical Assistant,Intermediate,20,Rotating 12h,49,0,87281,Yes,58,3,4,7.4
1111,40,Non-Binary,Lab & Diagnostics,Pathologist,Entry,6,Night,19,0,240492,Yes,33,1,3,7.3
1112,22,Non-Binary,Facilities,Facilities Manager,Intermediate,0,Rotating 12h,0,5,32187,Yes,32,4,5,5.3
1113,22,Non-Binary,Administration,Billing Specialist,Entry,0,Swing,0,10,60350,Yes,36,3,4,5.1
1114,32,Non-Binary,Lab & Diagnostics,MRI Technician,Specialist,1,Night,26,10,41840,No,43,3,2,6.9
1115,55,Non-Binary,Facilities,Environmental Services,Specialist,21,Swing,0,0,53234,No,62,5,3,4.3
1116,63,Male,Outpatient,Physician,Intermediate,21,Night,39,5,115566,No,66,3,5,7.6
1117,24,Female,ICU,Intensivist,Advanced,0,Swing,25,0,310518,Yes,67,1,2,5.8
1118,54,Male,Facilities,Maintenance Technician,Advanced,30,Rotating 12h,0,20,59611,No,60,4,1,6.7
1119,57,Female,Emergency,ER Technician,Entry,35,Swing,14,10,50470,No,24,3,2,6.5
1120,26,Non-Binary,General Ward,Nurse Practitioner,Advanced,4,Day,38,0,125894,Yes,41,4,2,6.3
1121,50,Non-Binary,Administration,Admin Assistant,Specialist,26,Rotating 12h,0,20,55373,Yes,11,4,2,6.7
1122,31,Non-Binary,ICU,ICU Technician,Advanced,8,Night,40,0,159360,Yes,48,4,5,6.4
1123,23,Male,General Ward,CNA,Specialist,1,Night,14,0,77427,No,54,4,5,5.4
1124,46,Male,Emergency,ER Physician,Advanced,3,Rotating 12h,39,5,112149,Yes,66,1,2,8.6
1125,28,Female,Lab & Diagnostics,Lab Technician,Entry,2,Swing,41,5,61918,Yes,36,3,5,6.5
1126,60,Non-Binary,Surgery,OR Coordinator,Advanced,13,Swing,17,5,62713,No,7,1,1,5.9
1127,39,Male,Emergency,Paramedic,Intermediate,16,Day,15,5,152645,No,69,4,2,6.0
1128,30,Non-Binary,Outpatient,Scheduler,Advanced,4,Day,54,30,79665,Yes,37,2,1,8.0
1129,68,Non-Binary,Administration,Billing Specialist,Specialist,37,Swing,0,5,72702,No,48,4,1,4.2
1130,23,Non-Binary,Surgery,Surgical Technician,Intermediate,0,Swing,21,10,125445,No,42,5,4,4.4
1131,45,Male,Facilities,Environmental Services,Intermediate,14,Rotating 12h,0,10,59407,Yes,38,1,2,6.7
1132,28,Male,Emergency,ER Physician,Intermediate,0,Night,28,5,134336,Yes,62,2,2,7.9
1133,44,Male,Administration,Admin Assistant,Specialist,1,Swing,0,10,64013,No,55,4,2,5.3
1134,47,Non-Binary,Emergency,ER Nurse,Intermediate,11,Night,36,20,91281,No,73,3,1,8.4
1135,64,Female,Surgery,OR Coordinator,Specialist,11,Day,40,15,153558,Yes,20,5,2,5.8
1136,42,Non-Binary,ICU,ICU Nurse,Specialist,7,Night,39,10,85356,No,60,5,3,7.3
1137,34,Female,ICU,ICU Nurse,Advanced,1,Night,41,30,89989,No,53,1,1,10.0
1138,64,Male,General Ward,Charge Nurse,Specialist,20,Day,18,15,124117,Yes,12,1,1,5.5
1139,59,Non-Binary,General Ward,Ward Clerk,Intermediate,14,Day,42,0,58523,Yes,10,5,4,6.2
1140,43,Non-Binary,Facilities,Safety Officer,Advanced,13,Night,0,10,50699,Yes,61,2,5,5.9
1141,31,Non-Binary,Emergency,ER Physician,Advanced,2,Night,36,15,72402,Yes,65,5,2,6.7
1142,36,Female,Emergency,ER Technician,Entry,2,Swing,28,0,71923,Yes,11,5,2,4.9
1143,48,Female,General Ward,Nurse Practitioner,Entry,8,Night,24,15,40884,Yes,66,3,2,6.5
1144,36,Female,Surgery,Surgical Nurse,Specialist,14,Night,33,5,42512,Yes,71,1,5,8.0
1145,22,Male,Facilities,Safety Officer,Specialist,0,Rotating 12h,0,0,30581,No,48,4,5,4.1
1146,49,Female,Facilities,Maintenance Technician,Intermediate,8,Day,0,20,56104,Yes,70,5,4,5.5
1147,32,Male,Surgery,Surgical Technician,Specialist,8,Rotating 12h,16,20,125151,Yes,18,5,2,6.9
1148,25,Female,Surgery,Surgical Technician,Advanced,3,Night,39,30,137935,Yes,25,2,2,9.1
1149,64,Female,Pharmacy,Pharmacist,Specialist,39,Night,63,10,58904,No,55,2,2,9.3
1150,66,Non-Binary,Outpatient,Nurse Practitioner,Specialist,37,Swing,54,20,59915,No,68,3,4,7.4
1151,60,Male,Surgery,Surgeon,Entry,32,Day,43,0,233677,No,42,1,2,6.7
1152,65,Female,General Ward,CNA,Advanced,3,Swing,44,0,115635,No,63,2,2,6.0
1153,24,Female,Outpatient,Nurse Practitioner,Specialist,1,Night,64,20,52854,No,63,5,1,7.9
1154,38,Female,General Ward,Nurse Practitioner,Entry,15,Swing,35,15,117014,Yes,24,1,4,6.2
1155,61,Male,Outpatient,Physician,Specialist,1,Swing,42,5,71490,No,36,5,3,5.4
1156,48,Non-Binary,ICU,Respiratory Therapist,Advanced,21,Rotating 12h,31,30,168793,Yes,18,1,4,9.3
1157,59,Non-Binary,Administration,HR Coordinator,Specialist,27,Day,0,0,58401,No,51,1,4,4.8
1158,28,Male,Administration,Billing Specialist,Intermediate,1,Night,0,5,66056,Yes,71,5,1,4.9
1159,64,Female,Outpatient,Scheduler,Entry,13,Day,56,5,105022,Yes,13,4,2,4.9
1160,56,Non-Binary,Administration,Billing Specialist,Entry,29,Rotating 12h,0,15,41341,No,37,2,5,7.0
1161,33,Non-Binary,General Ward,Ward Clerk,Specialist,7,Night,11,15,97320,Yes,62,1,4,6.9
1162,62,Male,ICU,ICU Nurse,Intermediate,3,Rotating 12h,24,5,147655,Yes,67,1,5,7.3
1163,41,Non-Binary,Surgery,Surgical Nurse,Specialist,8,Swing,33,10,61014,No,64,1,4,5.9
1164,35,Female,Lab & Diagnostics,Lab Technician,Intermediate,11,Night,20,0,161431,No,66,3,2,6.4
1165,29,Non-Binary,ICU,Intensivist,Intermediate,5,Night,16,0,178888,No,73,3,1,6.1
1166,30,Non-Binary,ICU,ICU Nurse,Entry,4,Rotating 12h,35,0,47271,No,35,1,3,8.0
1167,68,Male,Emergency,ER Physician,Intermediate,19,Swing,33,10,115578,Yes,16,1,1,8.3
1168,52,Non-Binary,ICU,ICU Technician,Advanced,28,Night,38,5,82187,No,58,3,4,7.4
1169,66,Female,Lab & Diagnostics,MRI Technician,Specialist,16,Swing,38,5,92546,No,68,2,4,7.7
1170,37,Female,Outpatient,Nurse Practitioner,Specialist,6,Night,25,15,157020,Yes,62,5,2,5.8
1171,62,Female,Outpatient,Physician,Specialist,13,Swing,53,10,137772,Yes,22,5,5,6.3
1172,25,Non-Binary,Outpatient,Nurse Practitioner,Advanced,0,Day,35,15,136358,Yes,61,4,5,6.6
1173,30,Non-Binary,Outpatient,Medical Assistant,Advanced,7,Rotating 12h,58,20,36265,No,50,1,5,10.0
1174,42,Male,Outpatient,Scheduler,Specialist,9,Swing,48,10,64838,No,5,5,2,7.4
1175,28,Non-Binary,Emergency,ER Physician,Advanced,5,Swing,43,20,89368,Yes,52,4,5,8.1
1176,47,Non-Binary,Outpatient,Scheduler,Entry,6,Day,15,0,41291,Yes,8,4,3,3.7
1177,61,Female,Administration,Admin Assistant,Intermediate,5,Day,0,10,44095,No,23,5,5,4.2
1178,33,Female,Facilities,Environmental Services,Advanced,6,Rotating 12h,0,5,46331,No,33,1,5,6.0
1179,62,Female,Emergency,ER Physician,Advanced,31,Day,31,5,33207,Yes,71,5,5,5.8
1180,36,Female,Facilities,Facilities Manager,Advanced,1,Swing,0,20,51620,Yes,18,3,2,5.9
1181,31,Male,Surgery,Surgical Nurse,Specialist,0,Day,19,10,113763,Yes,15,5,1,5.7
1182,54,Non-Binary,Facilities,Environmental Services,Entry,17,Day,0,20,34596,No,38,4,4,5.7
1183,24,Non-Binary,Lab & Diagnostics,MRI Technician,Entry,2,Night,66,5,115277,Yes,74,2,5,7.4
1184,60,Non-Binary,Pharmacy,Pharmacist,Entry,35,Day,76,0,36543,No,19,5,4,6.0
1185,62,Non-Binary,Facilities,Facilities Manager,Entry,32,Night,0,15,52120,Yes,41,3,3,6.2
1186,39,Male,Emergency,ER Nurse,Intermediate,8,Rotating 12h,27,15,169094,No,52,2,3,8.1
1187,22,Male,Administration,HR Coordinator,Advanced,0,Night,0,20,81612,Yes,27,5,5,5.6
1188,39,Female,Surgery,Surgeon,Intermediate,12,Night,20,10,286054,No,46,5,2,5.4
1189,31,Female,ICU,Respiratory Therapist,Advanced,5,Rotating 12h,18,15,72737,No,58,3,1,7.1
1190,29,Non-Binary,General Ward,Registered Nurse,Intermediate,6,Swing,25,20,93518,No,6,1,3,6.8
1191,29,Male,Emergency,Paramedic,Specialist,7,Rotating 12h,29,20,167033,Yes,24,2,3,9.7
1192,59,Male,ICU,ICU Nurse,Intermediate,5,Day,35,5,75068,Yes,52,2,4,6.7
1193,65,Female,Lab & Diagnostics,Lab Technician,Intermediate,25,Rotating 12h,21,15,97186,Yes,34,1,4,7.3
1194,22,Male,Emergency,ER Technician,Entry,0,Day,38,20,108225,No,10,1,1,8.2
1195,58,Male,Outpatient,Medical Assistant,Intermediate,30,Night,16,20,52227,No,17,5,4,8.1
1196,38,Male,Emergency,Triage Nurse,Intermediate,7,Night,33,5,59615,No,33,5,2,7.5
1197,37,Non-Binary,Facilities,Safety Officer,Entry,9,Day,0,0,40215,No,45,2,4,4.5
1198,28,Female,Facilities,Maintenance Technician,Specialist,1,Day,0,10,44459,Yes,15,5,3,3.8
1199,67,Male,Lab & Diagnostics,Radiologist,Intermediate,0,Day,64,30,165665,Yes,39,4,5,6.3
1200,49,Female,Administration,Medical Records Clerk,Intermediate,21,Swing,0,15,66508,No,75,5,2,4.6
1201,49,Female,Facilities,Facilities Manager,Specialist,12,Day,0,10,42091,No,67,2,3,5.2
1202,47,Non-Binary,Surgery,Surgical Technician,Advanced,1,Rotating 12h,10,10,165834,No,5,1,5,7.3
1203,56,Non-Binary,General Ward,Charge Nurse,Entry,18,Swing,32,10,167341,Yes,35,3,5,6.9
1204,64,Non-Binary,Emergency,ER Nurse,Intermediate,6,Day,20,5,127339,No,65,2,4,6.1
1205,59,Female,Administration,Admin Assistant,Intermediate,26,Night,0,5,41233,Yes,17,2,3,5.3
1206,30,Male,Emergency,Triage Nurse,Intermediate,1,Day,15,10,115721,No,62,5,3,6.2
1207,35,Female,Emergency,ER Technician,Intermediate,12,Rotating 12h,21,10,119425,No,65,4,5,5.6
1208,66,Male,ICU,Respiratory Therapist,Entry,38,Night,27,0,33919,No,9,1,3,7.4
1209,49,Non-Binary,Emergency,Triage Nurse,Entry,2,Day,18,0,53154,No,39,3,1,6.0
1210,37,Female,General Ward,Ward Clerk,Intermediate,8,Rotating 12h,37,0,50469,Yes,8,4,1,4.9
1211,46,Female,Surgery,Surgeon,Advanced,3,Night,25,0,242430,No,13,2,2,6.1
1212,23,Female,Emergency,ER Technician,Advanced,0,Rotating 12h,11,10,141441,No,9,3,3,7.2
1213,26,Female,Outpatient,Scheduler,Advanced,1,Day,20,15,122250,Yes,45,5,2,5.9
1214,68,Female,General Ward,Ward Clerk,Advanced,23,Rotating 12h,38,15,101378,Yes,24,4,5,6.8
1215,45,Non-Binary,Emergency,ER Physician,Intermediate,8,Day,25,5,113843,No,59,5,2,4.0
1216,40,Female,Pharmacy,Pharmacist,Specialist,13,Day,76,20,179419,Yes,41,2,5,8.8
1217,22,Female,General Ward,CNA,Specialist,0,Swing,39,5,161958,No,48,2,1,7.1
1218,49,Non-Binary,General Ward,Nurse Practitioner,Advanced,5,Rotating 12h,43,10,70715,No,42,1,3,8.9
1219,31,Male,Pharmacy,Pharmacist,Entry,8,Night,70,10,83759,No,28,1,1,9.0
1220,62,Non-Binary,General Ward,Charge Nurse,Advanced,21,Rotating 12h,17,0,71629,No,21,5,2,6.1
1221,49,Male,Emergency,ER Nurse,Advanced,21,Day,38,15,166787,No,32,1,1,9.2
1222,48,Male,General Ward,Nurse Practitioner,Entry,0,Night,38,15,123672,No,50,5,3,7.7
1223,24,Female,General Ward,Registered Nurse,Intermediate,2,Night,14,10,166284,Yes,51,3,2,6.8
1224,33,Male,General Ward,Charge Nurse,Intermediate,6,Swing,9,5,173035,Yes,40,3,5,4.0
1225,31,Non-Binary,Emergency,ER Nurse,Entry,9,Day,8,15,113658,Yes,18,5,5,5.2
1226,34,Male,Administration,Billing Specialist,Intermediate,3,Day,0,15,62472,No,14,3,2,4.4
1227,59,Female,Emergency,ER Technician,Intermediate,33,Night,26,20,59727,Yes,20,3,2,7.6
1228,51,Female,Outpatient,Medical Assistant,Advanced,15,Rotating 12h,60,30,79549,No,36,2,3,9.0
1229,41,Female,General Ward,Nurse Practitioner,Specialist,18,Night,42,10,59704,No,46,2,5,8.1
1230,31,Non-Binary,General Ward,Nurse Practitioner,Specialist,4,Night,13,0,149473,Yes,75,5,5,5.1
1231,48,Non-Binary,General Ward,Nurse Practitioner,Advanced,25,Swing,13,15,35309,No,60,5,3,4.9
1232,43,Non-Binary,Emergency,Triage Nurse,Advanced,11,Night,20,10,62302,No,26,1,5,8.1
1233,57,Female,Administration,Office Manager,Specialist,32,Swing,0,20,57874,Yes,71,3,4,6.6
1234,29,Non-Binary,General Ward,Registered Nurse,Specialist,3,Day,38,20,63802,No,51,1,3,9.5
1235,55,Male,General Ward,Nurse Practitioner,Entry,18,Day,15,10,146467,No,40,3,3,6.4
1236,64,Male,Pharmacy,Clinical Pharmacist,Intermediate,4,Rotating 12h,41,20,173157,No,46,5,1,9.4
1237,65,Male,General Ward,CNA,Advanced,14,Swing,34,30,39451,Yes,24,3,1,8.0
1238,57,Female,Administration,Admin Assistant,Advanced,32,Swing,0,30,50274,No,71,5,5,4.8
1239,55,Non-Binary,Outpatient,Physician,Advanced,31,Night,65,30,108591,No,37,4,1,7.7
1240,49,Non-Binary,Emergency,ER Physician,Specialist,24,Night,30,0,124415,No,7,1,2,8.1
1241,24,Female,General Ward,CNA,Entry,0,Swing,27,15,127588,No,5,1,4,5.8
1242,66,Non-Binary,Surgery,OR Coordinator,Entry,8,Swing,22,15,115056,Yes,29,3,3,4.9
1243,22,Non-Binary,General Ward,CNA,Specialist,0,Night,43,5,124024,No,74,1,4,7.5
1244,31,Non-Binary,General Ward,Registered Nurse,Specialist,7,Rotating 12h,20,15,74868,Yes,75,3,5,5.6
1245,59,Female,Surgery,OR Coordinator,Specialist,7,Day,34,10,59475,No,68,3,2,6.2
1246,22,Non-Binary,Surgery,Anesthesiologist,Entry,0,Day,38,10,190311,Yes,32,3,5,5.3
1247,36,Non-Binary,Facilities,Maintenance Technician,Intermediate,13,Rotating 12h,0,10,49055,Yes,25,5,3,5.2
1248,26,Female,Outpatient,Medical Assistant,Entry,1,Night,48,0,57562,Yes,27,2,3,7.9
1249,33,Non-Binary,ICU,Respiratory Therapist,Advanced,10,Day,9,10,128780,Yes,14,5,5,4.7
1250,23,Female,ICU,ICU Technician,Entry,0,Swing,24,10,172214,No,12,3,2,6.6
1251,24,Male,ICU,Respiratory Therapist,Specialist,1,Swing,28,5,111792,Yes,56,3,4,5.6
1252,39,Non-Binary,Emergency,ER Nurse,Intermediate,3,Day,35,10,179373,No,73,2,3,9.0
1253,55,Male,Administration,Admin Assistant,Intermediate,6,Day,0,5,43486,Yes,31,2,5,4.2
1254,50,Female,Emergency,ER Physician,Advanced,19,Day,32,5,148825,No,72,1,1,8.9
1255,51,Non-Binary,ICU,ICU Nurse,Intermediate,1,Rotating 12h,18,30,38186,No,56,4,4,6.3
1256,34,Female,Outpatient,Scheduler,Specialist,4,Day,75,0,122021,No,7,2,5,5.3
1257,26,Male,Emergency,ER Technician,Specialist,0,Swing,24,15,115170,No,72,5,2,5.0
1258,30,Non-Binary,ICU,Intensivist,Advanced,5,Night,44,20,305329,Yes,30,3,2,9.4
1259,43,Female,Administration,HR Coordinator,Advanced,16,Day,0,0,42523,Yes,72,2,5,4.9
1260,47,Female,Emergency,ER Physician,Entry,24,Swing,24,5,169357,No,21,5,2,5.7
1261,58,Female,Outpatient,Physician,Entry,30,Night,16,10,111888,Yes,17,1,5,7.5
1262,54,Female,Outpatient,Scheduler,Specialist,26,Swing,22,0,134336,No,11,3,2,6.0
1263,39,Female,Administration,Office Manager,Specialist,1,Day,0,5,51259,Yes,34,5,2,3.7
1264,38,Non-Binary,Facilities,Safety Officer,Advanced,16,Night,0,10,59642,No,72,3,2,6.2
1265,65,Male,Administration,Admin Assistant,Specialist,26,Swing,0,5,53580,No,7,1,1,4.5
1266,62,Male,General Ward,Ward Clerk,Specialist,17,Rotating 12h,18,0,68539,No,35,1,3,7.0
1267,36,Non-Binary,ICU,ICU Nurse,Entry,6,Swing,23,30,58516,No,41,3,2,7.5
1268,40,Male,Emergency,ER Nurse,Advanced,15,Day,13,5,76958,Yes,11,2,4,6.7
1269,46,Non-Binary,General Ward,Registered Nurse,Specialist,12,Day,25,20,94902,No,41,2,1,8.0
1270,53,Male,General Ward,Ward Clerk,Specialist,29,Day,28,0,133129,No,5,1,1,5.3
1271,57,Non-Binary,Surgery,Surgeon,Intermediate,5,Day,8,20,332806,Yes,32,3,2,7.3
1272,22,Non-Binary,Administration,Billing Specialist,Specialist,0,Day,0,5,78576,No,47,4,4,2.9
1273,49,Female,Pharmacy,Clinical Pharmacist,Advanced,16,Swing,72,5,110838,Yes,45,1,5,7.6
1274,64,Female,General Ward,Registered Nurse,Specialist,36,Night,18,5,82232,No,65,4,2,6.2
1275,64,Male,General Ward,Nurse Practitioner,Specialist,30,Swing,34,10,96324,No,9,3,3,6.0
1276,41,Female,Outpatient,Medical Assistant,Entry,0,Night,65,15,156175,No,64,1,3,8.8
1277,33,Male,Outpatient,Physician,Intermediate,8,Day,78,10,82037,Yes,41,1,3,8.2
1278,45,Female,Emergency,Triage Nurse,Intermediate,5,Night,20,10,117461,No,37,3,3,7.1
1279,50,Female,Emergency,Triage Nurse,Intermediate,5,Day,24,5,89079,No,31,1,2,6.4
1280,55,Non-Binary,Facilities,Facilities Manager,Intermediate,29,Day,0,5,30935,No,39,2,2,5.9
1281,32,Non-Binary,Emergency,ER Nurse,Specialist,0,Rotating 12h,35,30,79318,No,26,3,4,9.8
1282,54,Male,ICU,ICU Nurse,Advanced,27,Day,10,0,154349,No,23,5,3,5.0
1283,44,Non-Binary,Outpatient,Physician,Advanced,2,Day,69,20,141187,No,61,2,5,8.9
1284,60,Female,Lab & Diagnostics,MRI Technician,Entry,38,Night,41,10,66944,Yes,20,3,2,8.1
1285,31,Non-Binary,Lab & Diagnostics,Phlebotomist,Entry,3,Swing,44,5,104180,No,42,5,5,5.1
1286,33,Non-Binary,ICU,ICU Technician,Advanced,4,Night,15,5,84318,Yes,35,3,1,5.5
1287,39,Female,Lab & Diagnostics,Phlebotomist,Entry,3,Night,79,15,104306,Yes,6,3,3,8.2
1288,23,Female,General Ward,Ward Clerk,Advanced,1,Day,13,10,115484,No,32,2,5,5.3
1289,54,Female,Emergency,Triage Nurse,Intermediate,1,Night,13,5,99267,No,30,1,4,7.1
1290,26,Non-Binary,ICU,Intensivist,Intermediate,2,Rotating 12h,18,10,217798,No,48,3,3,7.0
1291,57,Male,Administration,HR Coordinator,Advanced,35,Rotating 12h,0,15,73798,Yes,75,3,4,6.9
1292,46,Female,ICU,ICU Technician,Specialist,21,Rotating 12h,29,10,145385,Yes,52,5,3,7.4
1293,22,Non-Binary,Emergency,ER Technician,Entry,0,Rotating 12h,31,30,130148,Yes,8,2,3,9.3
1294,48,Male,Surgery,OR Coordinator,Intermediate,8,Day,15,15,128152,Yes,66,1,1,7.0
1295,31,Non-Binary,Outpatient,Physician,Specialist,4,Swing,18,0,132062,No,39,3,5,4.7
1296,59,Male,Emergency,Paramedic,Specialist,21,Day,37,5,102672,Yes,23,1,5,6.7
1297,54,Non-Binary,Emergency,Paramedic,Entry,27,Night,24,15,127873,Yes,17,2,5,8.1
1298,26,Male,Outpatient,Nurse Practitioner,Specialist,1,Swing,57,5,168615,No,16,4,2,5.3
1299,54,Non-Binary,Lab & Diagnostics,MRI Technician,Advanced,13,Night,20,10,106810,Yes,71,5,3,5.3
1300,51,Non-Binary,General Ward,Charge Nurse,Entry,7,Rotating 12h,32,10,38957,Yes,67,5,1,7.1
1301,34,Female,Lab & Diagnostics,Pathologist,Entry,1,Night,57,5,264771,Yes,57,4,1,6.9
1302,55,Non-Binary,Pharmacy,Pharmacist,Advanced,20,Swing,34,0,43216,Yes,69,2,4,6.4
1303,42,Female,General Ward,Charge Nurse,Advanced,14,Day,19,15,101894,Yes,12,5,5,5.1
1304,65,Female,General Ward,CNA,Advanced,0,Day,41,30,56256,No,6,3,2,8.0
